id_socle_txt,id,type d'objet,famille,type,calque,attributs altitude,attribut matricule,calque_alt,calque_mat,attributs insert,placement,charte,commentaires,sig,pcrs,CategorieThematiquePCRSType,NatureReseauPCRSType,NatureAffleurantPCRSType,reference,CategorieMurPCRSType,SectionPilierPCRSType,longueur_block,date_modif,date_crea,id_nature,image
146,DL_0221,Ouvrage annexe,Unitaire,Polyligne,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ASSARU,3,DL_0221,nc,nc,,,19/10/22,DL_0221 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0221.jpg
147,DL_0261,Conduite unitaire,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0261,nc,nc,,,19/10/22,DL_0261 - Conduite unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0261.jpg
148,DL_0262,Conduite galerie,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0262,nc,nc,,,19/10/22,DL_0262 - Conduite galerie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0262.jpg
149,DL_0263,Conduite indéterminée unitaire,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0263,nc,nc,,,19/10/22,DL_0263 - Conduite indéterminée unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0263.jpg
150,DL_0264,Fourreau en attente,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0264,nc,nc,,,19/10/22,DL_0264 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0264.jpg
151,DL_0265,Chambre de forme complexe,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0265,nc,nc,,,19/10/22,DL_0265 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0265.jpg
152,DL_0266,Ouvrage annexe souterrain,Unitaire,Polyligne,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,DL_0266,nc,nc,,,19/10/22,DL_0266 - Ouvrage annexe souterrain,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DL_0266.jpg
153,DP_0241,Tampon unitaire circulaire,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0241,nc,nc,,,19/10/22,DP_0241 - Tampon unitaire circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0241.jpg
154,DP_0242,Citerneau unitaire,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0242,nc,nc,,,19/10/22,DP_0242 - Citerneau unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0242.jpg
155,DP_0243,Tampon unitaire carré,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0243,nc,nc,,,19/10/22,DP_0243 - Tampon unitaire carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0243.jpg
156,DP_0244,Tampon unitaire (diagonale),Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0244,nc,nc,,,19/10/22,DP_0244 - Tampon unitaire (diagonale),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0244.jpg
157,DP_0245,Trappe carrée unitaire,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0245,nc,nc,,,19/10/22,DP_0245 - Trappe carrée unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0245.jpg
158,DP_0246,Trappe rectangulaire unitaire,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,3,DP_0246,nc,nc,,,19/10/22,DP_0246 - Trappe rectangulaire unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0246.jpg
159,DP_0247,Armoire unitaire,Unitaire,Bloc,UNITA_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSARU,2,DP_0247,nc,nc,,,19/10/22,DP_0247 - Armoire unitaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0247.jpg
160,DP_0248,Point de mesure (TN/GST),Unitaire,Bloc,UNITA_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,DP_0248,nc,nc,,,19/10/22,DP_0248 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0248.jpg
161,DP_0249,Altitude supplémentaire,Unitaire,Bloc,UNITA_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,DP_0249,nc,nc,,,19/10/22,DP_0249 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0249.jpg
162,DP_0250,Texte information,Unitaire,Bloc,UNITA_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0250,nc,nc,,,19/10/22,DP_0250 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0250.jpg
163,DP_0251,Texte libre,Unitaire,Bloc,UNITA_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,DP_0251,nc,nc,,,19/10/22,DP_0251 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0251.jpg
164,DP_0281,Citerneau circulaire,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0281,nc,nc,,,19/10/22,DP_0281 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0281.jpg
165,DP_0282,Citerneau carré,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0282,nc,nc,,,19/10/22,DP_0282 - Citerneau carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0282.jpg
166,DP_0283,Cheminée carrée,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0283,nc,nc,,,19/10/22,DP_0283 - Cheminée carrée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0283.jpg
167,DP_0284,Cheminée circulaire,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0284,nc,nc,,,19/10/22,DP_0284 - Cheminée circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0284.jpg
168,DP_0285,Extrémité de conduite,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0285,nc,nc,,,19/10/22,DP_0285 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0285.jpg
169,DP_0286,Cône de réduction,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0286,nc,nc,,,19/10/22,DP_0286 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0286.jpg
170,DP_0287,Changement de matériau,Unitaire,Bloc,UNITA_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,DP_0287,nc,nc,,,19/10/22,DP_0287 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//D_Unitaire/DP_0287.jpg
171,EL_0301,Ouvrage spécial,Chauffage,Polyligne,CHAUF_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,CHAU,3,EL_0301,nc,nc,,,19/10/22,EL_0301 - Ouvrage spécial,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0301.jpg
172,EL_0341,Caniveau de chauffage,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0341,nc,nc,,,19/10/22,EL_0341 - Caniveau de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0341.jpg
173,EL_0342,Conduite en pleine terre,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0342,nc,nc,,,19/10/22,EL_0342 - Conduite en pleine terre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0342.jpg
174,EL_0343,Câble de télécommande,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0343,nc,nc,,,19/10/22,EL_0343 - Câble de télécommande,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0343.jpg
175,EL_0344,Bord de caniveau,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0344,nc,nc,,,19/10/22,EL_0344 - Bord de caniveau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0344.jpg
176,EL_0345,Fourreau de chauffage,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0345,nc,nc,,,19/10/22,EL_0345 - Fourreau de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0345.jpg
177,EL_0346,Chambre de forme complexe,Chauffage,Polyligne,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,EL_0346,nc,nc,,,19/10/22,EL_0346 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EL_0346.jpg
178,EP_0321,Bouche à clé de chauffage,Chauffage,Bloc,CHAUF_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,CHAU,4,EP_0321,nc,nc,,,19/10/22,EP_0321 - Bouche à clé de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0321.jpg
179,EP_0322,Tampon circulaire de chauffage,Chauffage,Bloc,CHAUF_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,CHAU,3,EP_0322,nc,nc,,,19/10/22,EP_0322 - Tampon circulaire de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0322.jpg
180,EP_0323,Trappe rectangulaire de chauffage,Chauffage,Bloc,CHAUF_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,CHAU,3,EP_0323,nc,nc,,,19/10/22,EP_0323 - Trappe rectangulaire de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0323.jpg
181,EP_0324,Tampon carré de chauffage,Chauffage,Bloc,CHAUF_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,CHAU,3,EP_0324,nc,nc,,,19/10/22,EP_0324 - Tampon carré de chauffage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0324.jpg
182,EP_0325,Point de mesure (TN/GST),Chauffage,Bloc,CHAUF_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,EP_0325,nc,nc,,,19/10/22,EP_0325 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0325.jpg
183,EP_0326,Altitude supplémentaire,Chauffage,Bloc,CHAUF_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,EP_0326,nc,nc,,,19/10/22,EP_0326 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0326.jpg
184,EP_0327,Texte information,Chauffage,Bloc,CHAUF_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0327,nc,nc,,,19/10/22,EP_0327 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0327.jpg
185,EP_0328,Texte libre,Chauffage,Bloc,CHAUF_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,EP_0328,nc,nc,,,19/10/22,EP_0328 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0328.jpg
186,EP_0361,Point fixe,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0361,nc,nc,,,19/10/22,EP_0361 - Point fixe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0361.jpg
187,EP_0362,Chambre de vannes rectangulaire,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0362,nc,nc,,,19/10/22,EP_0362 - Chambre de vannes rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0362.jpg
188,EP_0363,Dalle de protection,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0363,nc,nc,,,19/10/22,EP_0363 - Dalle de protection,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0363.jpg
189,EP_0364,Vanne,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0364,nc,nc,,,19/10/22,EP_0364 - Vanne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0364.jpg
190,EP_0365,Compensateur,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0365,nc,nc,,,19/10/22,EP_0365 - Compensateur,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0365.jpg
191,EP_0366,Extrémité de conduite,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0366,nc,nc,,,19/10/22,EP_0366 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0366.jpg
192,EP_0367,Cône de réduction,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0367,nc,nc,,,19/10/22,EP_0367 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0367.jpg
193,EP_0368,Changement de matériau,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0368,nc,nc,,,19/10/22,EP_0368 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0368.jpg
194,EP_0369,Soudure,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_0369,nc,nc,,,19/10/22,EP_0369 - Soudure,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_0369.jpg
195,EP_2201,Symbole unité de production,Chauffage,Bloc,CHAUF_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,EP_2201,nc,nc,,,19/10/22,EP_2201 - Symbole unité de production,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_2201.jpg
196,EP_2202,Symbole sous-station,Chauffage,Bloc,CHAUF_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,EP_2202,nc,nc,,,19/10/22,EP_2202 - Symbole sous-station,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_2202.jpg
197,EP_2226,Embranchement,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_2226,nc,nc,,,19/10/22,EP_2226 - Embranchement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_2226.jpg
198,EP_2227,Coude,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_2227,nc,nc,,,19/10/22,EP_2227 - Coude,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_2227.jpg
199,EP_2228,Manchette/manchon,Chauffage,Bloc,CHAUF_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,EP_2228,nc,nc,,,19/10/22,EP_2228 - Manchette/manchon,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//E_Chauffage/EP_2228.jpg
200,FL_0381,Ouvrage annexe,Electricité,Polyligne,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ELEC,3,FL_0381,nc,nc,,,19/10/22,FL_0381 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0381.jpg
201,FL_0382,Ligne aérienne,Electricité,Polyligne,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,FL_0382,nc,nc,,,19/10/22,FL_0382 - Ligne aérienne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0382.jpg
202,FL_0421,Câble basse tension,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0421,nc,nc,,,19/10/22,FL_0421 - Câble basse tension,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0421.jpg
203,FL_0422,Câble basse tension sous fourreau,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0422,nc,nc,,,19/10/22,FL_0422 - Câble basse tension sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0422.jpg
204,FL_0423,Câble HTA,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0423,nc,nc,,,19/10/22,FL_0423 - Câble HTA,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0423.jpg
205,FL_0424,Câble HTA sous fourreau,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0424,nc,nc,,,19/10/22,FL_0424 - Câble HTA sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0424.jpg
206,FL_0425,Câble HTA + BT,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0425,nc,nc,,,19/10/22,FL_0425 - Câble HTA + BT,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0425.jpg
207,FL_0426,Câble HTA + BT sous fourreau,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0426,nc,nc,,,19/10/22,FL_0426 - Câble HTA + BT sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0426.jpg
208,FL_0427,Câble indéfini,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0427,nc,nc,,,19/10/22,FL_0427 - Câble indéfini,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0427.jpg
209,FL_0428,Câble indéfini sous fourreau,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0428,nc,nc,,,19/10/22,FL_0428 - Câble indéfini sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0428.jpg
210,FL_0429,Fourreau en attente,Electricité,Polyligne,ELECT_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,FL_0429,nc,nc,,,19/10/22,FL_0429 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FL_0429.jpg
211,FP_0401,Poteau électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,6,FP_0401,nc,nc,,,19/10/22,FP_0401 - Poteau électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0401.jpg
212,FP_0402,Support de ligne électrique et lampadaire,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,6,FP_0402,nc,nc,,,19/10/22,FP_0402 - Support de ligne électrique et lampadaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0402.jpg
213,FP_0403,Support de ligne électrique et télécommunication,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,6,FP_0403,nc,nc,,,19/10/22,FP_0403 - Support de ligne électrique et télécommunication,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0403.jpg
214,FP_0404,"Support de ligne électrique, lampadaire et télécommunication",Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,6,FP_0404,nc,nc,,,19/10/22,"FP_0404 - Support de ligne électrique, lampadaire et télécommunication",https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0404.jpg
215,FP_0405,Armoire électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,2,FP_0405,nc,nc,,,19/10/22,FP_0405 - Armoire électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0405.jpg
216,FP_0406,Coffret électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,2,FP_0406,nc,nc,,,19/10/22,FP_0406 - Coffret électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0406.jpg
217,FP_0407,Pylône de ligne électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,6,FP_0407,nc,nc,,,19/10/22,FP_0407 - Pylône de ligne électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0407.jpg
218,FP_0408,Transformateur électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,2,FP_0408,nc,nc,,,19/10/22,FP_0408 - Transformateur électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0408.jpg
219,FP_0409,Chambre électrique,Electricité,Bloc,ELECT_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ELEC,3,FP_0409,nc,nc,,,19/10/22,FP_0409 - Chambre électrique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0409.jpg
220,FP_0410,Point de mesure (TN/GST),Electricité,Bloc,ELECT_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,FP_0410,nc,nc,,,19/10/22,FP_0410 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0410.jpg
221,FP_0411,Altitude supplémentaire,Electricité,Bloc,ELECT_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,FP_0411,nc,nc,,,19/10/22,FP_0411 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//F_Electricite/FP_0411.jpg
